date,cases,daily_change
2020-06-04,226713,9889.0
2020-06-05,236184,9471.0
2020-06-06,246622,10438.0
2020-06-07,257486,10864.0
2020-06-08,265928,8442.0
2020-06-09,276146,10218.0
2020-06-10,286605,10459.0
2020-06-11,297535,10930.0
2020-06-12,308993,11458.0
2020-06-13,320922,11929.0
2020-06-14,332424,11502.0
2020-06-15,343091,10667.0
2020-06-16,354065,10974.0
2020-06-17,366946,12881.0
2020-06-18,380532,13586.0
2020-06-19,395048,14516.0
2020-06-20,410451,15403.0
2020-06-21,425282,14831.0
2020-06-22,440215,14933.0
2020-06-23,456183,15968.0
2020-06-24,473105,16922.0
2020-06-25,490401,17296.0
2020-06-26,508953,18552.0
2020-06-27,528859,19906.0
2020-06-28,548318,19459.0
2020-06-29,566840,18522.0
2020-06-30,585481,18641.0
2020-07-01,604641,19160.0
2020-07-02,625544,20903.0
2020-07-03,648315,22771.0
2020-07-04,673165,24850.0
2020-07-05,697413,24248.0
2020-07-06,719664,22251.0
2020-07-07,742417,22753.0
2020-07-08,767296,24879.0
2020-07-09,793802,26506.0
2020-07-10,820916,27114.0
2020-07-11,849522,28606.0
2020-07-12,878254,28732.0
2020-07-13,906752,28498.0
2020-07-14,936181,29429.0
2020-07-15,968857,32676.0
2020-07-16,1003832,34975.0
2020-07-17,1039084,35252.0
2020-07-18,1077781,38697.0
2020-07-19,1118206,40425.0
2020-07-20,1155338,37132.0
2020-07-21,1193078,37740.0
2020-07-22,1238798,45720.0
2020-07-23,1288108,49310.0
2020-07-24,1337024,48916.0
2020-07-25,1385635,48611.0
2020-07-26,1435616,49981.0
2020-07-27,1480073,44457.0
2020-07-28,1531669,51596.0
2020-07-29,1581963,50294.0
2020-07-30,1634746,52783.0
2020-07-31,1695988,61242.0
2020-08-01,1750723,54735.0
2020-08-02,1803695,52972.0
2020-08-03,1855745,52050.0
2020-08-04,1908254,52509.0
2020-08-05,1964536,56282.0
2020-08-06,2027074,62538.0
2020-08-07,2088611,61537.0
2020-08-08,2153010,64399.0
2020-08-09,2215074,62064.0
2020-08-10,2268675,53601.0
2020-08-11,2329638,60963.0
2020-08-12,2396637,66999.0
2020-08-13,2461190,64553.0
2020-08-14,2525922,64732.0
2020-08-15,2589952,64030.0
2020-08-16,2647663,57711.0
2020-08-17,2702681,55018.0
2020-08-18,2767253,64572.0
2020-08-19,2836925,69672.0
2020-08-20,2905825,68900.0
2020-08-21,2975701,69876.0
2020-08-22,3044940,69239.0
2020-08-23,3106348,61408.0
2020-08-24,3167323,60975.0
2020-08-25,3224547,57224.0
2020-08-26,3310234,85687.0
2020-08-27,3387500,77266.0
2020-08-28,3463972,76472.0
2020-08-29,3542733,78761.0
2020-08-30,3621245,78512.0
2020-08-31,3691166,69921.0
2020-09-01,3769523,78357.0
2020-09-02,3853406,83883.0
2020-09-03,3936747,83341.0
2020-09-04,4023179,86432.0
2020-09-05,4113811,90632.0
2020-09-06,4204613,90802.0
2020-09-07,4280422,75809.0
2020-09-08,4370128,89706.0
2020-09-09,4465863,95735.0
2020-09-10,4562414,96551.0
2020-09-11,4659984,97570.0
2020-09-12,4754356,94372.0
2020-09-13,4846427,92071.0
2020-09-14,4930236,83809.0
2020-09-15,5020359,90123.0
2020-09-16,5118253,97894.0
2020-09-17,5214677,96424.0
2020-09-18,5308014,93337.0
2020-09-19,5400619,92605.0
2020-09-20,5487580,86961.0
2020-09-21,5562663,75083.0
2020-09-22,5646010,83347.0
2020-09-23,5732518,86508.0
2020-09-24,5818570,86052.0
2020-09-25,5903932,85362.0
2020-09-26,5992532,88600.0
2020-09-27,6074702,82170.0
2020-09-28,6145291,70589.0
2020-09-29,6225763,80472.0
2020-09-30,6312584,86821.0
2020-10-01,6394068,81484.0
2020-10-02,6473544,79476.0
2020-10-03,6549373,75829.0
2020-10-04,6623815,74442.0
2020-10-05,6685082,61267.0
2020-10-06,6757131,72049.0
2020-10-07,6835655,78524.0
2020-10-08,6906151,70496.0
2020-10-09,6979423,73272.0
2020-10-10,7053806,74383.0
2020-10-11,7120538,66732.0
2020-10-12,7175880,55342.0
2020-10-13,7239389,63509.0
2020-10-14,7307097,67708.0
2020-10-15,7370468,63371.0
2020-10-16,7432680,62212.0
2020-10-17,7494551,61871.0
2020-10-18,7550273,55722.0
2020-10-19,7597063,46790.0
2020-10-20,7651107,54044.0
2020-10-21,7706946,55839.0
2020-10-22,7761312,54366.0
2020-10-23,7814682,53370.0
2020-10-24,7864811,50129.0
2020-10-25,7909959,45148.0
2020-10-26,7946429,36470.0
2020-10-27,7990322,43893.0
2020-10-28,8040203,49881.0
2020-10-29,8088851,48648.0
2020-10-30,8137119,48268.0
2020-10-31,8184082,46963.0
2020-11-01,8229313,45231.0
2020-11-02,8267623,38310.0
2020-11-03,8313876,46253.0
2020-11-04,8364086,50210.0
2020-11-05,8411724,47638.0
2020-11-06,8462080,50356.0
2020-11-07,8507754,45674.0
2020-11-08,8553657,45903.0
2020-11-09,8591730,38073.0
2020-11-10,8636011,44281.0
2020-11-11,8683916,47905.0
2020-11-12,8728795,44879.0
2020-11-13,8773479,44684.0
2020-11-14,8814579,41100.0
2020-11-15,8845127,30548.0
2020-11-16,8874290,29163.0
2020-11-17,8912907,38617.0
2020-11-18,8958483,45576.0
2020-11-19,9004365,45882.0
2020-11-20,9050597,46232.0
2020-11-21,9095806,45209.0
2020-11-22,9139865,44059.0
2020-11-23,9177840,37975.0
2020-11-24,9222216,44376.0
2020-11-25,9266705,44489.0
2020-11-26,9309787,43082.0
2020-11-27,9351109,41322.0
2020-11-28,9392919,41810.0
2020-11-29,9431691,38772.0
2020-11-30,9462809,31118.0
2020-12-01,9499413,36604.0
2020-12-02,9534964,35551.0
2020-12-03,9571559,36595.0
